ID	Name	Start	End	Chromosome
NA	CYCSP51	150876371	150876689	1
NA	SETDB1	150898738	150937220	1
NA	CERS2	150933058	150947480	1
NA	AL590133.2	150937720	150938732	1
NA	AL590133.1	150945598	150948010	1
NA	ANXA9	150954492	150968110	1
NA	MINDY1	150968561	150980851	1
NA	PRUNE1	150980895	151008189	1
NA	RNU6-884P	150995221	150995328	1
NA	BNIPL	151009045	151020076	1
NA	C1orf56	151020215	151024462	1
NA	CDC42SE1	151023446	151042801	1
NA	MLLT11	151030233	151040973	1
NA	GABPB2	151043053	151098018	1
NA	RPS29P29	151084387	151085204	1
NA	AL592424.1	151102550	151104086	1
NA	SEMA6C	151104160	151119140	1
NA	TNFAIP8L2	151129104	151132225	1
NA	SCNM1	151129139	151142773	1
NA	LYSMD1	151132223	151138424	1
NA	TMOD4	151142461	151148760	1
NA	VPS72	151142462	151167797	1
NA	PIP5K1A	151170424	151222012	1
NA	PSMD4	151227178	151239955	1
NA	AL391069.2	151252499	151254405	1
NA	ZNF687	151254093	151264656	1
NA	PI4KB	151264272	151300191	1
NA	RN7SL444P	151273142	151273439	1
NA	AL391069.4	151300424	151300905	1
NA	RFX5	151313115	151319833	1
NA	AL391069.1	151313123	151314442	1
NA	AL391069.3	151319442	151320503	1
NA	SELENBP1	151336777	151345209	1
NA	PSMB4	151372009	151374420	1
NA	POGZ	151375199	151431941	1
NA	RNY4P25	151411475	151411571	1
NA	CGN	151482985	151511168	1
NA	SNORA44	151500306	151500414	1
NA	TUFT1	151512780	151556059	1
NA	AL365436.2	151512991	151534331	1
NA	MIR554	151518271	151518367	1
NA	AL365436.1	151529921	151530416	1
NA	AL391335.1	151584513	151585839	1
NA	SNX27	151584540	151671567	1
NA	RNU6-1062P	151601799	151601906	1
NA	AL589765.1	151673501	151680862	1
NA	CELF3	151674879	151689290	1
NA	AL589765.1	151682908	151702070	1
NA	RIIAD1	151682908	151702281	1
NA	RNU6-662P	151720072	151720176	1
NA	AL589765.7	151728016	151732387	1
NA	AL589765.3	151730134	151730918	1
NA	MRPL9	151732118	151736040	1
NA	OAZ3	151735374	151743810	1
NA	AL589765.4	151735859	151741977	1
NA	AL589765.2	151738184	151738865	1
NA	AL589765.5	151738961	151739476	1
NA	TDRKH	151742582	151763892	1
NA	TDRKH-AS1	151763279	151766878	1
NA	AL589765.6	151770529	151771078	1
NA	LINGO4	151772739	151778630	1
NA	RORC	151778546	151804348	1
NA	C2CD4D	151810294	151813033	1
NA	Y_RNA	151814211	151814313	1
NA	AL450992.2	151814352	151822861	1
NA	THEM5	151819738	151826173	1
NA	THEM4	151846059	151882284	1
NA	KRT8P28	151921998	151923388	1
NA	S100A10	151955390	151966866	1
NA	AL450992.1	151967006	152015250	1
NA	AL450992.3	151991137	151994984	1
NA	S100A11	152004981	152020383	1
NA	SPTLC1P4	152050427	152050687	1
NA	TCHHL1	152056619	152061540	1
NA	TCHH	152078792	152087930	1
NA	AL589986.1	152095009	152097541	1
NA	PUDPP2	152096491	152169175	1
NA	RPTN	152126070	152131704	1
NA	FLG-AS1	152140600	152417932	1
NA	AL589986.2	152178333	152179533	1
NA	HRNR	152184557	152196669	1
NA	FLG	152274650	152297679	1
NA	FLG2	152321210	152332482	1
NA	HMGN3P1	152372052	152372245	1
NA	CRNN	152381718	152386739	1
NA	LCE5A	152483319	152484653	1
NA	CRCT1	152486977	152488486	1
NA	LCE3E	152538129	152539248	1
NA	LCE3D	152551856	152552980	1
NA	LCE3C	152573137	152573562	1
NA	LCE3B	152586286	152586574	1
NA	LCE3A	152595309	152595579	1
NA	AL139247.1	152616868	152617193	1
NA	LINC00302	152627952	152629280	1
NA	LCE2D	152635871	152637135	1
NA	LCE2C	152647770	152649050	1
NA	LCE2B	152658598	152659877	1
NA	LCE2A	152670839	152671918	1
NA	LCE4A	152680635	152681967	1
NA	C1orf68	152691997	152692946	1
NA	AL353779.1	152709993	152710344	1
NA	AL353779.2	152716774	152717082	1
NA	KPRP	152732036	152734528	1
NA	LCE1F	152748847	152749204	1
NA	LCE1E	152758689	152760902	1
NA	LCE1D	152769226	152770657	1
NA	LCE1C	152777310	152779104	1
NA	LCE1B	152784446	152785585	1
NA	LCE1A	152799948	152800370	1
NA	LCE6A	152815343	152816459	1
NA	SMCP	152850792	152857523	1
NA	IVL	152881020	152884362	1
NA	LINC01527	152902515	152921686	1
NA	SPRR5	152919629	152921734	1
NA	SPRR4	152943141	152945050	1
NA	SPRR1A	152957706	152957976	1
NA	SPRR3	152974222	152976332	1
NA	SNORA31	152984957	152985090	1
NA	AL356867.1	152996437	152996736	1
NA	SPRR1B	153003677	153005376	1
NA	SPRR2D	153012200	153014407	1
NA	SPRR2A	153028588	153030013	1
NA	SPRR2B	153042699	153043316	1
NA	SPRR2E	153065610	153078660	1
NA	SPRR2F	153084589	153085991	1
NA	SPRR2C	153112966	153113185	1
NA	SPRR2G	153122057	153123345	1
NA	AL161636.1	153146993	153164152	1
NA	LELP1	153175918	153177596	1
NA	PRR9	153190059	153191793	1
NA	AL161636.2	153197555	153198482	1
NA	LOR	153232175	153234598	1
NA	PGLYRP3	153270337	153283194	1
NA	PGLYRP4	153302595	153321316	1
NA	RNU6-160P	153304097	153304204	1
NA	S100A9	153330329	153333503	1
NA	S100A12	153346181	153348125	1
NA	LAPTM4BP1	153352296	153353275	1
NA	S100A8	153362507	153363664	1
NA	AL591704.2	153369066	153369247	1
NA	S100A7A	153388999	153395701	1
NA	AL591704.1	153399495	153400877	1
NA	S100A7L2	153409533	153412425	1
NA	S100A7	153430219	153433177	1
NA	RN7SL44P	153472942	153473240	1
NA	BX470102.1	153506078	153507591	1
NA	S100A6	153507074	153508720	1
NA	S100A5	153509622	153514241	1
NA	S100A4	153516088	153522612	1
NA	S100A3	153519804	153521848	1
NA	S100A2	153533583	153540366	1
NA	S100A16	153579361	153585621	1
NA	S100A14	153586730	153589462	1
NA	S100A13	153591262	153603836	1
NA	AL162258.1	153598807	153606816	1
NA	S100A1	153600401	153604515	1
NA	AL162258.2	153603913	153606873	1
NA	CHTOP	153606457	153618782	1
NA	SNAPIN	153631129	153634306	1
NA	ILF2	153634263	153643524	1
NA	NPR1	153651112	153666468	1
NA	RN7SL372P	153676563	153676859	1
NA	GEMIN2P1	153689778	153690823	1
NA	Y_RNA	153698727	153698829	1
NA	INTS3	153700542	153747284	1
NA	AL513523.4	153719326	153723703	1
NA	AL513523.3	153723458	153724652	1
NA	snoU13	153726599	153726703	1
NA	SLC27A3	153746829	153752633	1
NA	Y_RNA	153758195	153758297	1
NA	GATAD2B	153761505	153895836	1
NA	AL513523.2	153766422	153774567	1
NA	AL513523.1	153824581	153825890	1
NA	AL831737.1	153863070	153863341	1
NA	AL358472.5	153895812	153907716	1
NA	DENND4B	153901976	153919172	1
NA	CRTC2	153920144	153931101	1
NA	SLC39A1	153931574	153940660	1
NA	AL358472.4	153936836	153937546	1
NA	AL358472.3	153938991	153939406	1
NA	CREB3L4	153940009	153946839	1
NA	JTB	153946744	153950164	1
NA	AL358472.2	153950218	153951636	1
NA	RAB13	153954092	153958834	1
NA	RPS27	153963234	153964626	1
NA	NUP210L	153965160	154127592	1
NA	AL358472.1	153968107	153968436	1
NA	U3	153970516	153970627	1
NA	RNU6-179P	154012391	154012498	1
NA	RPS7P2	154051341	154052439	1
NA	MIR5698	154076996	154077068	1
NA	TPM3	154127779	154167124	1
NA	RN7SL431P	154138722	154139025	1
NA	MIR190B	154166140	154166219	1
NA	C1orf189	154171847	154178809	1
NA	C1orf43	154179181	154193113	1
NA	UBAP2L	154192654	154243986	1
NA	AL590431.1	154226920	154226997	1
NA	SNORA58	154232202	154232338	1
NA	HAX1	154244986	154248351	1
NA	SNORD59	154260935	154261003	1
NA	RNU6-239P	154267978	154268077	1
NA	RNU6-121P	154270125	154270224	1
NA	AL354980.1	154284937	154285560	1
NA	AQP10	154293565	154297801	1
NA	ATP8B2	154298028	154323783	1
NA	RNU7-57P	154311218	154311278	1
NA	AL162591.2	154349441	154351749	1
NA	RPSAP17	154350682	154351565	1
NA	AL162591.1	154374803	154379040	1
NA	IL6R	154377668	154441926	1
NA	PSMD8P1	154386844	154387613	1
NA	SHE	154442247	154474589	1
NA	AL162591.3	154452487	154453977	1
NA	TDRD10	154474694	154520623	1
NA	UBE2Q1	154521052	154531504	1
NA	UBE2Q1-AS1	154526084	154527493	1
NA	CHRNB2	154540256	154552502	1
NA	AL592078.1	154551540	154552139	1
NA	ADAR	154554537	154600475	1
NA	AL606500.1	154585066	154585190	1
NA	KCNN3	154669930	154842756	1
NA	PMVK	154897209	154909467	1
NA	AL451085.1	154909845	154910535	1
NA	PBXIP1	154916551	154928599	1
NA	PYGO2	154929501	154936329	1
NA	AL451085.2	154934300	154935099	1
NA	SHC1	154934773	154946871	1
NA	CKS1B	154947128	154951725	1
NA	MIR4258	154948168	154948259	1
NA	FLAD1	154955813	154965587	1
NA	LENEP	154966061	154966791	1
NA	ZBTB7B	154975105	154990998	1
NA	DCST2	154990995	155006257	1
NA	DCST1	155006299	155023406	1
NA	DCST1-AS1	155017666	155018594	1
NA	ADAM15	155023041	155035251	1
NA	EFNA4	155036206	155042029	1
NA	AL691442.1	155036223	155059283	1
NA	EFNA3	155051347	155060014	1
NA	Y_RNA	155092965	155093074	1
NA	EFNA1	155099935	155107333	1
NA	SLC50A1	155107819	155111333	1
NA	DPM3	155112366	155113071	1
NA	RNU7-150P	155115746	155115808	1
NA	HMGN2P18	155121019	155121289	1
NA	KRTCAP2	155141883	155145951	1
NA	AL713999.1	155141884	155159748	1
NA	TRIM46	155146262	155157447	1
NA	MUC1	155158299	155162707	1
NA	AC234582.1	155164794	155175286	1
NA	MIR92B	155164967	155165063	1
NA	THBS3	155165378	155178842	1
NA	MTX1	155178489	155183615	1
NA	AC234582.2	155180941	155183610	1
NA	GBAP1	155183611	155197213	1
NA	MTX1P1	155200765	155204116	1
NA	GBA	155204242	155214490	1
NA	AL713999.1	155206539	155206628	1
NA	FAM189B	155216995	155225274	1
NA	SCAMP3	155225769	155232221	1
NA	CLK2	155232658	155248282	1
NA	HCN3	155247373	155259639	1
NA	PKLR	155259629	155271225	1
NA	FDPS	155278538	155290457	1
NA	RUSC1-AS1	155286653	155293967	1
NA	RUSC1	155290686	155300905	1
NA	ASH1L	155305058	155532598	1
NA	MIR555	155316140	155316236	1
NA	RNU6-106P	155328502	155328609	1
NA	ASH1L-IT1	155365800	155366769	1
NA	snoU13	155385348	155385453	1
NA	RNU6-1297P	155389187	155389291	1
NA	POU5F1P4	155402968	155404053	1
NA	ASH1L-AS1	155531832	155533735	1
NA	AL353807.4	155535840	155536097	1
NA	DAP3P1	155556434	155571988	1
NA	AL353807.1	155560391	155561053	1
NA	AL353807.2	155579566	155580171	1
NA	MSTO1	155579995	155584758	1
NA	AL353807.3	155584516	155630036	1
NA	YY1AP1	155629233	155658791	1
NA	DAP3	155657750	155708801	1
NA	AL162734.1	155679888	155680354	1
NA	MSTO2P	155715619	155719928	1
NA	GON4L	155719452	155829191	1
NA	AL139128.1	155815157	155816415	1
NA	SYT11	155829299	155854990	1
NA	RNU4-19P	155864071	155864177	1
NA	RIT1	155867598	155881195	1
NA	KIAA0907	155882833	155904191	1
NA	SNORA42	155889699	155889836	1
NA	SCARNA4	155895748	155895877	1
NA	RXFP4	155911500	155912740	1
NA	ARHGEF2	155916641	155976861	1
NA	AL355388.2	155948589	155952777	1
NA	AL355388.1	155961180	155971578	1
NA	SSR2	155978838	155990750	1
NA	UBQLN4	156005091	156023585	1
NA	LAMTOR2	156024542	156028301	1
NA	RAB25	156030950	156040305	1
NA	MEX3A	156041803	156051789	1
NA	AL355388.1	156047163	156047245	1
NA	LMNA	156052363	156109880	1
NA	SEMA4A	156117156	156147543	1
NA	SNORA26	156161853	156161994	1
NA	SLC25A44	156163722	156182587	1
NA	PMF1-BGLAP	156182772	156213123	1
NA	PMF1	156182783	156209833	1
NA	BGLAP	156211752	156213112	1
NA	PAQR6	156213111	156217908	1
NA	SMG5	156219014	156252616	1
NA	TMEM79	156252725	156262976	1
NA	GLMP	156259879	156265480	1
NA	VHLL	156268414	156269090	1
NA	CCT3	156278758	156337664	1
NA	AL589685.1	156293301	156293487	1
NA	TSACC	156307104	156316786	1
NA	RHBG	156339002	156355011	1
NA	AL139130.1	156358017	156365401	1
NA	C1orf61	156374041	156400493	1
NA	MIR9-1	156390122	156390230	1
NA	AL139412.1	156416203	156426369	1
NA	MEF2D	156433518	156470620	1
NA	Y_RNA	156453889	156454002	1
NA	AL365181.1	156479645	156481473	1
NA	IQGAP3	156495196	156542396	1
NA	snoU13	156499121	156499221	1
NA	TTC24	156549518	156556562	1
NA	AL365181.1	156557647	156557747	1
NA	NAXE	156561553	156564091	1
NA	GPATCH4	156564278	156571288	1
NA	AL365181.4	156584533	156585080	1
NA	HAPLN2	156589085	156595517	1
NA	AL365181.2	156607574	156610796	1
NA	BCAN	156611181	156629324	1
NA	AL365181.3	156611457	156614679	1
NA	AL590666.2	156616298	156631216	1
NA	NES	156638554	156647189	1
NA	AL590666.3	156657486	156661789	1
NA	CRABP2	156669397	156675608	1
NA	AL590666.1	156682003	156682966	1
NA	ISG20L2	156691682	156698591	1
NA	RRNAD1	156698233	156706752	1
NA	MRPL24	156707094	156711382	1
NA	HDGF	156711898	156736717	1
NA	PRCC	156720401	156770609	1
NA	SH2D2A	156776034	156786654	1
NA	NTRK1	156785431	156851642	1
NA	INSRR	156809854	156828810	1
NA	PEAR1	156863489	156886226	1
NA	LRRC71	156890441	156902886	1
NA	ARHGEF11	156904631	157015162	1
NA	MIR765	156905922	156906036	1
NA	RN7SL612P	156955548	156955841	1
NA	AL157713.1	157029023	157030554	1
NA	KRT8P45	157043048	157044495	1
NA	ETV3L	157061835	157069600	1
NA	ETV3	157090982	157108266	1
NA	CYCSP52	157098153	157098463	1
NA	AL357143.1	157140905	157161753	1
NA	AL357143.2	157173393	157174852	1
NA	AL138900.1	157202020	157206926	1
NA	AL138900.3	157250505	157252858	1
NA	AL138900.2	157257492	157257843	1
NA	FCRL5	157483166	157522310	1
NA	FCRL4	157543538	157567870	1
NA	AL135929.2	157599728	157600518	1
NA	AL135929.1	157606089	157610091	1
NA	FCRL3	157644110	157670647	1
NA	AL356276.1	157661551	157666249	1
NA	AL356276.2	157678875	157679433	1
NA	VDAC1P9	157693969	157694810	1
NA	FCRL2	157715522	157746922	1
NA	FCRL1	157764192	157789895	1
NA	CD5L	157800703	157868046	1
NA	MRPS21P2	157830986	157831250	1
NA	AL139010.1	157894854	157918861	1
NA	KIRREL1	157963062	158070052	1
NA	KIRREL1-IT1	157995339	158000956	1
NA	LINC01704	158101829	158116719	1
NA	ELL2P1	158145639	158147545	1
NA	CD1D	158149736	158154686	1
NA	AL138899.2	158165422	158165921	1
NA	AL138899.1	158167711	158173667	1
NA	CD1A	158223926	158228059	1
NA	HMGN1P5	158236542	158237110	1
NA	CD1C	158259575	158263420	1
NA	CD1B	158297740	158301321	1
NA	CD1E	158323485	158327343	1
NA	OR10T2	158368311	158369256	1
NA	OR10K2	158387999	158396027	1
NA	OR10T1P	158414857	158415804	1
NA	EI24P2	158423987	158425063	1
NA	OR10K1	158431363	158440647	1
NA	OR10R2	158442009	158450726	1
NA	AL365440.2	158444243	158464676	1
NA	OR10R3P	158461008	158461950	1
NA	OR10R1P	158484574	158485715	1
NA	AL365440.1	158493461	158495628	1
NA	OR6Y1	158514339	158524195	1
NA	OR6P1	158530395	158540370	1
NA	OR10X1	158548708	158549689	1
NA	OR10Z1	158575057	158582304	1
NA	SPTA1	158580495	158656488	1
NA	OR6K1P	158664328	158665299	1
NA	OR6K2	158669467	158670442	1
NA	OR6K3	158686116	158690510	1
NA	OR6K4P	158693902	158694857	1
NA	OR6K5P	158711935	158713205	1
NA	OR6N1	158717603	158741985	1
NA	OR6K6	158724509	158725681	1
NA	OR6N2	158744011	158750994	1
NA	OR2AQ1P	158765803	158766003	1
NA	OR10AA1P	158778188	158779125	1
NA	MNDA	158801106	158819296	1
NA	PYHIN5P	158848535	158853290	1
NA	PYHIN1	158900585	158946844	1
NA	IFI16	158969757	159024945	1
NA	AL359753.1	159029038	159029116	1
NA	AIM2	159032273	159116886	1
NA	RAD1P2	159050922	159051585	1
NA	CADM3	159141398	159173103	1
NA	RNA5SP60	159148262	159148349	1
NA	CADM3-AS1	159164114	159177763	1
NA	ACKR1	159173096	159176290	1
NA	MPTX1	159246292	159246901	1
NA	OR10J2P	159248830	159249791	1
NA	FCER1A	159259503	159278014	1
NA	OR10J3	159283459	159284449	1
NA	AL513323.1	159315955	159438858	1
NA	OR10J7P	159320882	159321816	1
NA	OR10J8P	159335950	159336879	1
NA	OR10J9P	159375212	159376199	1
NA	OR10J4	159401993	159402928	1
NA	OR10J1	159407634	159412868	1
NA	AL663023.1	159436110	159453166	1
NA	OR10J5	159504867	159505797	1
NA	AL606752.1	159527157	159527990	1
NA	OR10AE1P	159551409	159552438	1
NA	APCS	159557614	159558655	1
NA	OR10J6P	159568087	159569017	1
NA	AL445528.2	159618940	159619410	1
NA	CRPP1	159674772	159675397	1
NA	CRP	159682078	159684379	1
NA	AL445528.1	159728959	159729379	1
NA	DUSP23	159750721	159752333	1
NA	FCRL6	159770300	159786041	1
NA	SLAMF8	159796539	159807039	1
NA	SNHG28	159804263	159825137	1
NA	SNORD64	159821695	159821762	1
NA	VSIG8	159824105	159832447	1
NA	AL590560.1	159827689	159842843	1
NA	AL590560.2	159836743	159837475	1
NA	CFAP45	159842153	159869953	1
NA	hsa-mir-4259	159869768	159869869	1
NA	AL590560.1	159879883	159880159	1
NA	AL590560.3	159879883	159880344	1
NA	TAGLN2	159887896	159895522	1
NA	IGSF9	159896828	159915394	1
NA	SLAMF9	159921281	159924044	1
NA	LINC01133	159931007	159954540	1
NA	AL513485.1	159942337	159943854	1
NA	KCNJ10	159968440	160040273	1
NA	AL513302.1	159990089	159990517	1
NA	AL513302.2	159994742	159996584	1
NA	PIGM	159997462	160001781	1
NA	AL121987.1	160032277	160049611	1
NA	KCNJ9	160051359	160060353	1
NA	IGSF8	160061129	160068733	1
NA	ATP1A2	160085548	160113381	1
NA	ATP1A4	160121359	160156767	1
NA	CASQ1	160160345	160171676	1
NA	AL121987.2	160171988	160178659	1
NA	PEA15	160175126	160185166	1
NA	AL121987.1	160175166	160175254	1
NA	DCAF8	160185504	160232321	1
NA	AL139011.2	160187253	160254920	1
NA	AL139011.1	160231533	160232568	1
NA	RPSAP18	160236129	160237015	1
NA	PEX19	160246601	160256138	1
NA	COPA	160259062	160313190	1
NA	SUMO1P3	160287192	160287496	1
NA	Y_RNA	160295893	160296006	1
NA	NCSTN	160313061	160328742	1
NA	NHLH1	160336856	160342638	1
NA	RNU4-42P	160362557	160362699	1
NA	VANGL2	160370375	160398468	1
NA	SLAMF6	160454819	160493052	1
NA	AL138930.1	160473165	160473246	1
NA	AL138930.1	160506862	160541248	1
NA	CD84	160510884	160549306	1
NA	AL138930.2	160515437	160515535	1
NA	SLAMF1	160577889	160617085	1
NA	SETP9	160639937	160640769	1
NA	AL121985.1	160640567	160669551	1
NA	CD48	160648535	160681641	1
NA	AL121985.1	160667759	160668001	1
NA	SLAMF7	160708846	160724611	1
NA	AL121985.3	160745743	160746398	1
NA	AL121985.2	160746764	160749930	1
NA	LY9	160765863	160798051	1
NA	CD244	160799949	160832645	1
NA	AL354714.3	160817799	160818292	1
NA	ITLN1	160846328	160854960	1
NA	AL354714.2	160864769	160865866	1
NA	AL354714.4	160901528	160904170	1
NA	AL354714.1	160902254	160919712	1
NA	AL354714.5	160905326	160905916	1
NA	ITLN2	160914814	160924589	1
NA	F11R	160965000	160991138	1
NA	AL591806.3	160967746	161008752	1
NA	AL591806.2	161004623	161004796	1
NA	TSTD1	161007420	161008780	1
NA	USF1	161009040	161015767	1
NA	ARHGAP30	161016735	161039760	1
NA	AL591806.1	161035654	161035943	1
NA	NECTIN4	161040784	161059389	1
NA	AL591806.1	161054254	161057361	1
NA	KLHDC9	161068150	161070136	1
NA	PFDN2	161070345	161087901	1
NA	NIT1	161087875	161095235	1
NA	DEDD	161090763	161102478	1
NA	ACA64	161110997	161111126	1
NA	UFC1	161122565	161128646	1
NA	AL590714.1	161123549	161129139	1
NA	USP21	161129239	161135513	1
NA	PPOX	161136199	161147803	1
NA	B4GALT3	161141099	161147758	1
NA	ADAMTS4	161154097	161168846	1
NA	NDUFS2	161166893	161184185	1
NA	FCER1G	161185023	161190489	1
NA	AL590714.1	161190159	161192296	1
NA	APOA2	161192081	161193421	1
NA	TOMM40L	161195728	161200534	1
NA	MIR5187	161196975	161197051	1
NA	NR1I3	161199455	161208092	1
NA	PCP4L1	161228516	161255240	1
NA	MPZ	161274524	161279762	1
NA	SDHC	161284046	161345130	1
NA	CFAP126	161334520	161337664	1
NA	RP11-122G18.8	161344551	161345130	1
NA	RRM2P2	161348496	161349148	1
NA	AL592295.4	161369198	161392214	1
NA	RNU6-481P	161371078	161371185	1
NA	AL592295.3	161373198	161440313	1
NA	AL592295.1	161375857	161376872	1
NA	AL592295.2	161381386	161381592	1
NA	AL831711.1	161403233	161410786	1
NA	FCGR2A	161475219	161493803	1
NA	AL590385.2	161482965	161574889	1
NA	HSPA6	161494329	161496700	1
NA	RPS23P10	161506360	161507948	1
NA	FCGR3A	161511548	161520527	1
NA	AL590385.1	161526079	161526868	1
NA	FCGR2C	161551128	161575452	1
NA	HSPA7	161576080	161578007	1
NA	RPS23P9	161587781	161589375	1
NA	FCGR3B	161592985	161601753	1
NA	FCGR2B	161632936	161648444	1
NA	AL451067.1	161641767	161644614	1
NA	RPL31P11	161653484	161655042	1
NA	Y_RNA	161669295	161669397	1
NA	FCRLA	161676761	161684142	1
NA	FCRLB	161691352	161697933	1
NA	RN7SL466P	161705597	161705889	1
NA	DUSP12	161719547	161727028	1
NA	AL359541.1	161735114	161736017	1
NA	ATF6	161736083	161933860	1
NA	AL391825.1	161860622	161861986	1
NA	OLFML2B	161952981	161993644	1
NA	AL590408.1	162008805	162009357	1
NA	NOS1AP	162039563	162340265	1
NA	MIR4654	162126896	162126972	1
NA	AL512785.1	162286641	162287584	1
NA	RNA5SP61	162308432	162308532	1
NA	MIR556	162312335	162312430	1
NA	AL512785.2	162335196	162353321	1
NA	C1orf226	162336697	162356608	1
NA	SPATA46	162342992	162346660	1
NA	SH2D1B	162365055	162381928	1
NA	SLAMF6P1	162415338	162416356	1
NA	UHMK1	162467040	162499419	1
NA	UQCRBP2	162511121	162511418	1
NA	AL596325.1	162530016	162531098	1
NA	UAP1	162531295	162569632	1
NA	AL596325.2	162562892	162563544	1
NA	DDR2	162601162	162757190	1
NA	RN7SL861P	162747519	162747802	1
NA	HSD17B7	162760491	162782607	1
NA	CCDC190	162794247	162838605	1
NA	AL392003.2	162794584	162819257	1
NA	AL392003.1	162949340	162949583	1
NA	RGS4	163038564	163046592	1
NA	RGS5	163080910	163291581	1
NA	AL499616.1	163131464	163182813	1
NA	AL451063.1	163207003	163208987	1
NA	RGS5	163214294	163291684	1
NA	AL592435.1	163229639	163230449	1
NA	NUF2	163236365	163325554	1
NA	SNORD112	163355654	163355726	1
NA	AL603841.1	163392194	163392954	1
NA	RNA5SP62	163438285	163438395	1
NA	RNA5SP63	163479273	163479385	1
NA	AL355862.1	163738575	163738928	1
NA	U3	163892906	163893109	1
NA	NMNAT1P2	164312241	164313101	1
NA	RNU5F-6P	164320509	164320625	1
NA	HMGB3P6	164326003	164326601	1
NA	PBX1	164524820	164868533	1
NA	RNU6-171P	164608801	164608908	1
NA	AL391001.1	164649321	164650036	1
NA	AL357568.1	164738352	164743878	1
NA	AL357568.2	164797672	164799189	1
NA	Y_RNA	164823467	164823569	1
NA	AL390119.1	164890554	164890866	1
NA	RNU6-755P	164949271	164949374	1
NA	AL390119.1	164953138	164953229	1
NA	SNORD112	165041709	165041781	1
NA	LMX1A	165171103	165325952	1
NA	AL390730.1	165179863	165182327	1
NA	AL390730.2	165185216	165188341	1
NA	RXRG	165370153	165414592	1
NA	AL157714.2	165446077	165551392	1
NA	AL157714.1	165466960	165467585	1
NA	LRRC52	165513243	165533198	1
NA	AL356441.2	165550849	165551713	1
NA	AL356441.1	165567699	165592568	1
NA	MGST3	165600097	165631033	1
NA	ALDH9A1	165631452	165668100	1
NA	Y_RNA	165631821	165631924	1
NA	AL451074.4	165640492	165640962	1
NA	AL451074.3	165645546	165646018	1
NA	AL451074.1	165667986	165679205	1
NA	AL451074.6	165675792	165676521	1
NA	TMCO1	165693529	165796992	1
NA	AL451074.2	165738165	165744413	1
NA	AL451074.5	165788589	165789024	1
NA	UCK2	165796767	165880855	1
NA	AL358115.1	165860031	165869920	1
NA	AL606495.2	165910471	165911006	1
NA	AL606495.1	165991451	165992264	1
NA	RNA5SP64	166011480	166011587	1
NA	FAM78B	166026662	166136206	1
NA	AL626787.1	166026678	166028709	1
NA	AL626787.1	166050419	166056720	1
NA	AL596087.2	166117018	166134332	1
NA	MIR921	166123979	166124035	1
NA	AL596087.1	166244865	166246834	1
NA	AL390115.1	166304120	166304999	1
NA	AL583804.1	166356963	166421869	1
NA	FMO7P	166443981	166450802	1
NA	LINC01675	166445008	166459276	1
NA	FMO8P	166535414	166549942	1
NA	FMO9P	166573152	166600637	1
NA	FMO10P	166635121	166651433	1
NA	RPL4P2	166716615	166717897	1
NA	FMO11P	166732570	166762004	1
NA	CNN2P10	166765502	166766420	1
NA	POGK	166808683	166825581	1
NA	TADA1	166825746	166845564	1
NA	DUTP6	166837984	166838446	1
NA	ILDR2	166864947	166944719	1
NA	MAEL	166944818	166991451	1
NA	RNA5SP65	166975195	166975314	1
NA	snoU13	167010671	167010773	1
NA	AL158837.1	167021787	167027779	1
NA	GPA33	167022072	167135716	1
NA	DUSP27	167063281	167098402	1
NA	AL451050.1	167131659	167132074	1
NA	LINC01363	167145153	167165029	1
NA	AL451050.2	167189067	167189749	1
NA	POU2F1	167190065	167396582	1
NA	AL136984.1	167348344	167350237	1
NA	CD247	167399876	167487847	1
NA	AL359962.1	167426619	167427898	1
NA	AL359962.2	167426978	167429128	1
NA	AKR1D1P1	167488772	167489823	1
NA	CREG1	167498913	167523004	1
NA	AL031733.1	167560628	167561083	1
NA	AL031733.2	167596621	167599911	1
NA	RCSD1	167599329	167675486	1
NA	MPZL1	167690428	167761156	1
NA	ADCY10	167778624	167883453	1
NA	Z99943.2	167789135	167789486	1
NA	Z99943.1	167789643	167790462	1
NA	MPC2	167885966	167906278	1
NA	DCAF6	167905020	168045081	1
NA	MIR1255B2	167967897	167967964	1
NA	GCSHP5	168025138	168025660	1
NA	GPR161	168048780	168106905	1
NA	TIPRL	168148170	168171352	1
NA	RPL34P1	168179853	168180207	1
NA	AL021397.1	168184642	168184890	1
NA	SFT2D2	168195175	168222263	1
NA	ANKRD36BP1	168214802	168216581	1
NA	RNU6-1310P	168232612	168232719	1
NA	TBX19	168250277	168283664	1
NA	AL022100.1	168286734	168346114	1
NA	MIR557	168344761	168344859	1
NA	AL023755.1	168370066	168464923	1
NA	AL022100.2	168370720	168376512	1
NA	QRSL1P1	168418909	168420449	1
NA	XCL2	168510002	168513235	1
NA	AL031736.1	168511974	168512592	1
NA	XCL1	168545710	168551315	1
NA	AL031736.2	168547890	168548677	1
NA	DPT	168664696	168698502	1
NA	AL049798.1	168717033	168717120	1
NA	AL031275.1	168732602	168743728	1
NA	LINC00626	168756176	168762124	1
NA	SUMO1P2	168867373	168867677	1
NA	LINC00970	168873142	169056243	1
NA	RPL29P7	168907704	168908161	1
NA	RNA5SP66	169036501	169036602	1
NA	AL031726.1	169073361	169074145	1
NA	ATP1B1	169074934	169101960	1
NA	NME7	169101768	169337205	1
